AD-ED,Reporting,Jo Jorgensen Jeremy Cohen,Donald J. Trump Michael R. Pence,WRITE-IN,Howie Hawkins Angela Nicole Walker,Joseph R. Biden Kamala D. Harris,Brock Pierce Karla Ballard
74-046,99.00%,1,25,1,3,225,0
74-047,99.00%,0,31,0,2,250,1
74-048,99.00%,3,74,3,2,297,0
74-049,99.00%,5,54,2,1,325,1
74-050,99.00%,3,84,1,0,314,2
74-051,99.00%,1,47,3,2,303,0
74-052,99.00%,2,47,1,0,224,0
74-053,99.00%,4,19,2,0,233,0
74-054,99.00%,1,15,0,0,221,0
74-055,99.00%,0,15,1,0,135,0
74-056,58.33%,0,20,1,0,166,0
74-057,99.00%,0,18,1,0,214,0
74-058,99.00%,0,18,2,0,293,0
74-059,99.00%,1,24,2,0,337,1
74-060,58.33%,0,3,0,0,144,0
74-061,99.00%,1,39,0,0,287,0
74-062,99.00%,2,57,0,1,320,0
74-063,99.00%,2,50,2,1,249,0
74-064,99.00%,1,47,1,0,304,0
74-065,99.00%,2,33,1,1,257,0
74-066,99.00%,5,48,2,3,295,0
74-067,99.00%,1,23,1,0,245,0
74-068,99.00%,0,37,0,1,214,0
74-069,62.50%,0,22,0,0,153,0
74-070,62.50%,3,25,1,2,185,0
74-071,99.00%,3,16,0,0,193,0
74-072,99.00%,2,20,0,1,174,0
74-073,99.00%,3,50,0,1,285,0
74-074,99.00%,0,23,0,2,217,0
74-075,99.00%,0,38,0,1,255,0
74-076,99.00%,0,43,1,0,326,0
74-077,62.50%,0,32,0,1,199,0
74-078,62.50%,1,23,0,0,208,0
74-079,99.00%,2,27,1,3,215,0
74-080,99.00%,2,38,0,2,184,0
74-081,62.50%,3,11,0,0,80,0
74-082,75.00%,1,25,1,1,147,0
74-083,99.00%,0,28,0,0,169,0
74-084,99.00%,1,32,1,0,206,0
74-085,99.00%,0,25,0,0,97,1
74-086,99.00%,1,30,0,0,131,0
74-087,99.00%,2,43,1,0,221,0
74-088,71.43%,0,11,0,1,148,0
74-089,71.43%,0,18,0,0,97,0
74-090,99.00%,4,87,1,0,286,1
74-091,99.00%,3,79,1,3,313,0
74-092,99.00%,0,51,1,0,383,0
74-093,99.00%,0,0,0,0,0,0
74-094,99.00%,0,0,0,0,0,0
74-095,99.00%,0,0,0,0,0,0
74-096,57.14%,0,0,0,0,0,0
74-097,57.14%,0,0,0,0,0,0
74-098,99.00%,1,49,4,3,335,0
74-099,99.00%,0,16,3,4,324,0
74-100,99.00%,1,8,1,1,131,0
74-101,75.00%,3,28,0,4,177,0
74-102,75.00%,1,12,0,1,107,0
74-103,99.00%,2,38,0,0,189,0
74-104,99.00%,10,113,3,2,344,0
74-105,99.00%,4,39,1,1,490,0
74-106,99.00%,0,13,1,2,208,0
74-107,99.00%,3,52,3,0,224,0
75-001,58.33%,0,11,0,0,147,0
75-002,99.00%,1,17,2,1,231,0
75-003,62.50%,0,12,0,1,146,0
75-004,63.64%,0,17,0,1,244,0
75-005,58.33%,0,4,0,1,126,0
75-006,58.33%,0,16,0,1,208,0
75-007,99.00%,0,13,0,1,231,1
75-008,99.00%,1,8,0,0,108,0
75-009,99.00%,0,11,0,0,150,0
75-010,99.00%,0,20,0,0,231,0
75-011,99.00%,2,7,1,1,175,0
75-012,63.64%,0,8,0,0,79,0
75-013,63.64%,0,6,0,0,125,0
75-014,99.00%,1,47,2,1,303,1
75-015,99.00%,2,31,1,3,317,0
75-016,63.64%,0,8,1,0,160,0
75-017,90.00%,1,8,1,0,251,1
75-018,99.00%,3,21,2,0,224,0
75-019,90.00%,0,9,1,0,204,0
75-020,61.54%,1,17,1,0,221,0
75-021,99.00%,2,27,0,0,298,0
75-022,61.54%,1,27,1,0,312,0
75-023,61.54%,1,12,0,0,320,0
75-024,61.54%,0,14,1,1,204,0
75-025,61.54%,0,14,0,1,249,0
75-026,61.54%,0,8,0,0,195,0
75-027,58.33%,0,6,0,0,83,1
75-028,90.00%,0,19,0,0,199,0
75-029,99.00%,1,61,2,2,359,1
75-030,99.00%,1,34,1,1,233,0
75-031,99.00%,2,27,1,1,208,0
75-032,99.00%,0,35,1,0,322,0
75-033,99.00%,4,69,1,0,351,1
75-034,99.00%,3,61,2,2,216,0
75-035,99.00%,3,35,3,0,196,1
75-036,99.00%,1,22,0,0,272,0
75-037,99.00%,1,64,3,0,397,0
75-038,88.89%,0,39,1,2,168,0
75-039,61.54%,1,11,2,0,196,0
75-040,61.54%,0,23,0,0,162,0
75-041,61.54%,1,8,0,0,151,0
75-042,99.00%,1,22,1,0,193,0
75-043,99.00%,1,37,1,0,295,0
75-044,88.89%,0,11,0,1,126,0
75-045,99.00%,3,49,3,2,203,1
75-046,99.00%,0,16,0,0,105,0
75-047,88.89%,0,25,0,0,164,0
75-048,99.00%,1,14,0,0,201,0
75-049,99.00%,3,55,0,0,301,0
75-050,99.00%,3,27,0,1,164,0
75-051,99.00%,1,51,0,1,215,0
75-052,99.00%,1,21,0,0,133,0
75-053,75.00%,0,36,1,1,221,0
75-054,75.00%,1,25,1,0,168,0
75-055,75.00%,3,23,0,0,190,0
75-056,99.00%,0,30,0,1,201,0
75-057,99.00%,1,9,0,0,100,0
75-058,99.00%,1,40,1,0,254,0
75-059,99.00%,1,30,0,0,266,0
75-060,99.00%,0,3,0,0,7,0
75-061,99.00%,0,4,0,0,18,0
75-062,99.00%,0,35,1,3,292,0
75-063,99.00%,2,37,1,1,288,1
75-064,99.00%,2,33,0,1,169,0
75-065,84.62%,0,7,0,0,5,0
75-066,99.00%,0,13,0,0,93,0
75-067,84.62%,2,22,1,0,140,0
75-068,99.00%,0,10,3,0,169,0
75-069,84.62%,0,8,0,0,41,0
75-070,84.62%,0,19,1,3,243,0
75-071,99.00%,2,89,2,5,491,0
75-072,99.00%,2,81,1,4,546,0
75-073,99.00%,6,68,8,5,367,0
75-074,77.78%,1,14,0,2,111,0
75-075,77.78%,3,27,1,0,98,0
75-076,84.62%,1,47,2,2,116,0
75-077,84.62%,0,10,0,0,111,0
75-078,84.62%,0,9,1,1,150,0
75-079,99.00%,3,38,0,1,257,1
75-080,58.33%,0,14,0,2,185,0
75-081,58.33%,0,4,0,0,88,0
75-082,58.33%,0,16,0,0,181,0
75-083,58.33%,1,18,1,0,138,0
75-084,84.62%,0,12,0,0,160,0
75-085,92.86%,1,15,1,0,136,0
75-086,99.00%,0,19,0,0,40,0
75-087,99.00%,2,88,0,2,315,0
75-088,99.00%,0,22,0,0,100,0
75-089,99.00%,0,56,0,0,104,0
75-090,99.00%,0,11,1,0,71,0
75-091,99.00%,0,40,0,0,95,0
75-092,99.00%,0,85,1,2,236,1
75-093,92.86%,0,0,0,0,1,0
75-094,99.00%,1,37,4,0,150,0
75-095,99.00%,0,36,0,2,174,0
75-096,99.00%,1,33,0,0,179,0
75-097,99.00%,2,49,0,0,205,0
75-098,99.00%,2,25,0,0,182,0
75-099,41.67%,0,19,0,0,206,0
75-100,41.67%,0,16,0,0,162,0
75-101,99.00%,0,0,0,0,0,0
75-102,99.00%,0,0,0,0,0,0
75-103,99.00%,0,0,0,0,0,0
75-104,99.00%,0,0,0,0,0,0
75-105,99.00%,0,0,0,0,0,0
75-106,99.00%,0,0,0,0,0,0
75-107,58.33%,0,23,0,0,148,0
75-108,99.00%,2,28,1,0,235,0
75-109,99.00%,2,27,0,1,189,0
75-110,63.64%,0,7,0,0,199,0
75-111,99.00%,5,38,0,0,380,0
75-112,99.00%,2,42,1,1,273,0
75-113,90.00%,0,7,0,1,202,0
75-114,88.89%,1,63,1,4,280,0
75-115,84.62%,1,20,0,1,215,0
76-001,27.78%,0,19,0,1,215,0
76-002,27.78%,0,24,1,1,174,0
76-003,27.78%,1,27,0,0,135,0
76-004,82.35%,0,46,1,0,157,0
76-005,82.35%,2,39,0,1,141,0
76-006,82.35%,3,56,1,1,237,0
76-007,82.35%,1,24,5,1,155,0
76-008,82.35%,0,35,0,0,181,0
76-009,99.00%,0,54,1,0,120,0
76-010,82.35%,0,37,1,0,241,0
76-011,82.35%,0,19,0,1,171,0
76-012,82.35%,1,34,0,0,199,0
76-013,82.35%,1,29,0,0,159,0
76-014,82.35%,1,56,0,0,189,0
76-015,82.35%,1,25,0,0,149,0
76-016,99.00%,2,100,4,0,368,1
76-017,99.00%,3,82,2,1,306,0
76-018,99.00%,0,80,1,0,343,0
76-019,99.00%,0,66,2,1,161,0
76-020,99.00%,1,74,3,0,304,0
76-021,99.00%,3,103,0,3,323,4
76-022,99.00%,1,39,1,0,207,2
76-023,99.00%,3,39,1,0,174,0
76-024,99.00%,0,45,2,0,225,0
76-025,99.00%,5,74,3,0,291,1
76-026,99.00%,0,49,2,0,232,1
76-027,99.00%,1,46,2,0,246,0
76-028,99.00%,0,59,0,0,254,0
76-029,99.00%,0,37,0,0,173,1
76-030,99.00%,1,49,1,0,179,0
76-031,99.00%,1,63,0,1,246,0
76-032,99.00%,0,56,0,0,233,0
76-033,99.00%,0,44,0,0,172,0
76-034,99.00%,0,68,0,0,288,0
76-035,99.00%,0,41,1,0,185,0
76-036,99.00%,1,20,1,0,161,0
76-037,99.00%,0,48,2,1,201,1
76-038,99.00%,0,39,1,0,182,0
76-039,99.00%,1,51,0,1,226,0
76-040,99.00%,1,40,0,0,216,0
76-041,99.00%,1,32,1,2,249,0
76-042,99.00%,0,21,0,0,178,0
76-043,99.00%,3,34,0,0,166,0
76-044,99.00%,0,44,1,0,235,1
76-045,99.00%,0,25,1,1,153,0
76-046,99.00%,0,56,1,1,220,0
76-047,99.00%,0,51,0,1,174,0
76-048,99.00%,2,49,0,0,226,0
76-049,99.00%,0,29,0,0,243,0
76-050,99.00%,2,40,2,0,207,0
76-051,99.00%,0,38,1,0,247,0
76-052,99.00%,0,32,2,0,240,0
76-053,99.00%,1,31,0,1,220,1
76-054,99.00%,0,39,1,1,246,0
76-055,99.00%,0,26,1,1,170,0
76-056,99.00%,2,23,0,0,137,0
76-057,99.00%,3,39,0,1,233,0
76-058,99.00%,3,49,2,0,181,0
76-059,99.00%,2,32,1,0,193,0
76-060,99.00%,0,36,1,0,241,1
76-061,99.00%,0,38,0,1,189,1
76-062,99.00%,2,40,3,0,208,0
76-063,99.00%,2,33,3,0,148,0
76-064,86.67%,0,23,0,0,124,0
76-065,99.00%,4,100,0,2,282,0
76-066,99.00%,1,34,1,1,229,0
76-067,99.00%,3,95,4,2,330,0
76-068,99.00%,1,39,0,2,203,0
76-069,99.00%,1,79,2,1,324,0
76-070,86.67%,0,22,0,1,134,1
76-071,99.00%,0,24,3,1,214,0
76-072,86.67%,1,38,1,0,204,0
76-073,86.67%,1,31,1,0,147,1
76-074,86.67%,2,23,0,0,150,0
76-075,86.67%,0,25,0,2,193,1
76-076,99.00%,0,11,0,0,259,0
76-077,86.67%,0,33,1,0,216,0
76-078,99.00%,2,24,2,0,181,0
76-079,99.00%,0,20,0,0,223,0
76-080,99.00%,0,17,0,0,214,0
76-081,99.00%,1,19,0,0,175,0
76-082,99.00%,1,10,0,0,100,0
76-083,99.00%,0,1,0,0,64,0
76-084,99.00%,0,7,0,0,69,0
76-085,99.00%,0,6,0,1,58,0
76-086,99.00%,0,7,0,0,49,0
76-087,99.00%,1,2,1,0,24,0
76-088,99.00%,1,59,2,2,299,0
76-089,99.00%,0,31,0,1,176,0
76-090,86.67%,0,0,0,0,0,0
76-091,54.55%,0,0,0,0,0,0
76-092,54.55%,0,0,0,0,0,0
76-093,54.55%,0,0,0,0,0,0
76-094,72.22%,0,0,0,0,0,0
76-095,54.55%,0,0,0,0,0,0
76-096,99.00%,0,0,0,0,0,0
76-097,72.22%,0,0,0,0,0,0
76-098,99.00%,0,0,0,0,0,0
76-099,99.00%,1,34,2,2,164,0
76-100,99.00%,1,29,0,0,200,0
76-101,99.00%,3,59,0,1,230,0
76-102,99.00%,0,37,0,1,134,0
76-103,86.67%,1,12,0,1,82,0
77-001,99.00%,0,24,1,0,153,0
77-002,99.00%,0,5,0,0,40,0
77-003,99.00%,1,74,1,1,455,0
77-004,99.00%,0,15,0,0,85,0
77-005,99.00%,0,7,2,1,87,0
77-006,99.00%,0,21,0,0,156,0
77-007,99.00%,0,6,0,0,112,0
77-008,99.00%,0,20,1,0,162,2
77-009,99.00%,0,15,0,0,136,0
77-010,99.00%,0,6,0,0,87,0
77-011,99.00%,0,11,0,0,123,0
77-012,99.00%,0,7,0,0,129,0
77-013,99.00%,0,7,0,1,99,0
77-014,99.00%,0,7,0,1,104,0
77-015,99.00%,0,5,0,0,46,0
77-016,99.00%,0,12,0,0,124,0
77-017,99.00%,0,7,0,1,49,0
77-018,99.00%,0,12,0,0,133,0
77-019,99.00%,0,71,1,2,379,0
77-020,99.00%,0,7,0,0,102,0
77-021,99.00%,0,15,0,0,111,0
77-022,99.00%,0,13,0,0,107,0
77-023,99.00%,0,8,0,0,95,1
77-024,99.00%,1,8,0,0,35,0
77-025,99.00%,0,34,0,0,279,0
77-026,99.00%,0,10,0,0,88,0
77-027,99.00%,0,36,1,2,253,0
77-028,99.00%,1,34,0,2,236,2
77-029,99.00%,0,16,0,0,99,0
77-030,99.00%,0,11,0,1,170,1
77-031,99.00%,0,0,0,0,16,0
77-032,99.00%,1,10,1,0,136,2
77-033,99.00%,0,13,0,1,91,0
77-034,99.00%,0,7,1,0,70,0
77-035,99.00%,0,5,0,0,62,0
77-036,99.00%,0,13,0,0,136,0
77-037,99.00%,0,11,0,0,71,0
77-038,99.00%,0,12,0,0,72,1
77-039,99.00%,0,15,0,0,121,0
77-040,99.00%,0,11,0,0,90,0
77-041,99.00%,0,12,0,0,65,0
77-042,99.00%,0,19,1,0,93,1
77-043,99.00%,0,22,0,2,186,1
77-044,99.00%,0,11,0,1,122,1
77-045,99.00%,0,17,0,0,139,0
77-046,99.00%,0,17,0,2,121,0
77-047,99.00%,2,13,0,2,220,0
77-048,99.00%,0,34,1,0,239,0
77-049,77.78%,0,16,0,0,122,1
77-050,99.00%,0,15,0,0,146,0
77-051,99.00%,0,7,0,0,108,0
77-052,99.00%,0,0,0,0,0,0
77-053,99.00%,0,16,0,0,185,0
77-054,99.00%,0,15,0,0,83,0
77-055,99.00%,0,17,0,1,160,0
77-056,99.00%,0,9,0,1,204,0
77-057,99.00%,0,16,0,0,194,0
77-058,99.00%,1,21,2,0,351,0
77-059,77.78%,0,19,1,0,153,0
77-060,77.78%,0,27,3,1,241,0
77-061,77.78%,0,15,0,2,98,0
77-062,99.00%,0,5,0,0,113,0
77-063,99.00%,0,9,0,0,107,0
77-064,99.00%,1,0,0,0,22,0
77-065,99.00%,0,16,0,1,128,0
77-066,99.00%,0,9,0,0,41,0
77-067,99.00%,0,10,0,0,86,0
77-068,99.00%,0,8,0,1,104,0
77-069,77.78%,0,0,0,0,0,0
77-070,99.00%,0,0,0,0,0,0
77-071,99.00%,0,43,1,1,258,0
77-072,77.78%,1,18,0,1,274,0
77-073,77.78%,0,0,0,0,0,0
77-074,99.00%,0,14,0,0,102,0
77-075,99.00%,0,13,0,0,117,0
77-076,99.00%,0,19,0,0,138,0
77-077,99.00%,0,25,1,0,208,1
77-078,99.00%,0,16,0,2,91,0
77-079,99.00%,0,18,0,0,75,0
77-080,99.00%,0,12,0,0,61,0
77-081,99.00%,0,12,0,0,78,0
77-082,99.00%,0,11,0,0,118,0
78-001,55.56%,0,6,0,0,125,1
78-002,80.00%,0,17,0,1,96,0
78-003,55.56%,0,23,0,1,112,0
78-004,62.50%,0,5,0,0,57,0
78-005,55.56%,0,10,0,0,130,0
78-006,62.50%,0,28,0,1,180,0
78-007,71.43%,1,12,0,2,58,0
78-008,62.50%,0,32,2,1,208,0
78-009,71.43%,0,27,0,1,168,0
78-010,50.00%,0,13,2,0,125,0
78-011,50.00%,0,14,0,1,162,0
78-012,99.00%,1,46,1,1,227,0
78-013,38.46%,2,19,1,1,164,1
78-014,38.46%,1,14,0,0,113,0
78-015,38.46%,0,18,0,0,71,0
78-016,99.00%,0,56,0,2,289,0
78-017,99.00%,0,37,0,0,132,0
78-018,58.33%,0,39,0,0,206,0
78-019,99.00%,2,81,1,1,248,0
78-020,38.46%,0,12,0,0,127,0
78-021,38.46%,0,25,0,0,100,0
78-022,38.46%,0,18,0,0,140,0
78-023,58.33%,0,34,2,1,141,0
78-024,58.33%,0,32,1,0,157,0
78-025,38.46%,0,35,0,0,148,0
78-026,38.46%,0,20,0,1,168,0
78-027,38.46%,0,19,2,0,146,1
78-028,45.45%,0,16,0,0,99,0
78-029,99.00%,1,15,0,0,173,0
78-030,99.00%,0,17,0,0,118,0
78-031,45.45%,0,15,1,0,129,0
78-032,45.45%,0,14,1,2,89,0
78-033,99.00%,0,20,0,0,199,0
78-034,99.00%,0,14,0,0,114,0
78-035,45.45%,0,13,0,0,44,0
78-036,45.45%,1,10,1,2,156,0
78-037,71.43%,0,4,0,0,20,0
78-038,45.45%,1,13,0,0,111,0
78-039,71.43%,0,7,0,0,62,0
78-040,50.00%,0,0,0,0,0,0
78-041,50.00%,0,0,0,0,0,0
78-042,62.50%,0,0,0,0,0,0
78-043,58.33%,0,16,0,1,59,0
78-044,58.33%,1,53,0,2,282,1
78-045,58.33%,0,24,0,0,151,1
78-046,58.33%,0,17,2,0,135,0
78-047,58.33%,0,44,0,0,221,0
78-048,99.00%,0,77,2,2,574,2
78-049,99.00%,0,71,2,1,432,1
78-050,99.00%,0,24,0,1,186,0
78-051,99.00%,0,18,0,0,104,0
78-052,57.14%,0,8,0,0,94,0
78-053,99.00%,1,15,0,0,154,0
78-054,57.14%,0,4,0,0,81,0
78-055,71.43%,0,0,0,0,0,0
78-056,71.43%,0,0,0,0,0,0
78-057,99.00%,0,0,0,0,0,0
78-058,71.43%,0,0,0,0,0,0
78-059,58.33%,0,40,0,0,182,0
78-060,58.33%,1,52,0,0,233,1
78-061,45.45%,0,12,0,0,75,0
78-062,71.43%,1,32,0,1,160,0
78-063,99.00%,0,25,1,0,120,0
78-064,50.00%,1,10,0,0,121,0
78-065,38.46%,0,39,0,1,173,0
78-066,99.00%,0,19,0,0,51,1
78-067,45.45%,0,6,0,1,89,0
78-068,57.14%,0,9,0,2,46,0
78-069,55.56%,0,17,1,1,181,1
78-070,62.50%,1,18,0,0,95,0
78-071,38.46%,0,12,0,0,93,0
78-072,58.33%,0,18,1,0,108,0
78-073,99.00%,0,19,0,0,101,0
79-001,55.56%,0,8,0,0,64,0
79-002,80.00%,0,25,0,0,182,0
79-003,80.00%,1,13,1,0,164,0
79-004,80.00%,0,21,0,0,151,0
79-005,80.00%,0,10,0,0,168,0
79-006,99.00%,0,7,0,0,88,0
79-007,99.00%,0,12,0,0,93,0
79-008,99.00%,1,6,0,0,90,0
79-009,99.00%,0,3,0,0,50,0
79-010,99.00%,0,10,0,0,66,0
79-011,99.00%,0,8,0,1,74,0
79-012,99.00%,0,2,0,0,28,0
79-013,99.00%,0,46,0,1,214,0
79-014,99.00%,0,3,0,0,72,1
79-015,99.00%,0,5,0,0,111,0
79-016,99.00%,0,11,0,0,116,0
79-017,99.00%,0,4,0,0,125,1
79-018,99.00%,0,12,0,0,113,0
79-019,99.00%,0,15,0,0,102,0
79-020,99.00%,0,14,0,0,115,0
79-021,99.00%,0,5,0,0,88,0
79-022,99.00%,0,4,0,0,91,0
79-023,99.00%,0,5,1,0,120,0
79-024,99.00%,0,17,0,0,147,0
79-025,99.00%,1,48,0,1,446,0
79-026,99.00%,0,79,0,2,472,0
79-027,99.00%,2,63,1,2,449,0
79-028,99.00%,0,72,0,0,479,0
79-029,99.00%,0,0,0,0,1,0
79-030,99.00%,1,48,0,1,302,2
79-031,99.00%,0,28,0,0,277,0
79-032,99.00%,1,36,2,0,296,0
79-033,99.00%,0,43,1,3,330,0
79-034,83.33%,0,11,1,0,147,0
79-035,99.00%,1,40,0,0,357,0
79-036,99.00%,1,35,1,1,360,0
79-037,99.00%,1,19,0,2,283,0
79-038,83.33%,0,9,0,0,175,0
79-039,83.33%,0,19,0,0,241,0
79-040,83.33%,1,15,1,0,155,0
79-041,83.33%,0,8,0,0,209,0
79-042,83.33%,1,15,0,0,169,0
79-043,99.00%,0,6,0,1,114,0
79-044,99.00%,0,19,0,1,161,0
79-045,99.00%,0,23,0,1,264,1
79-046,71.43%,0,5,0,0,95,0
79-047,71.43%,0,4,0,0,108,0
79-048,71.43%,0,3,0,0,71,0
79-049,71.43%,0,3,0,0,94,0
79-050,99.00%,0,24,0,0,161,0
79-051,99.00%,0,12,2,1,193,0
79-052,99.00%,0,27,1,0,222,0
79-053,99.00%,0,30,1,1,305,0
79-054,99.00%,0,14,0,0,129,0
79-055,99.00%,0,3,0,0,50,0
79-056,99.00%,0,70,0,3,340,2
79-057,99.00%,0,36,0,0,328,0
79-058,99.00%,0,27,0,0,215,0
79-059,99.00%,1,17,1,1,175,0
79-060,99.00%,0,21,2,0,196,0
79-061,99.00%,1,54,1,1,378,2
79-062,99.00%,0,74,1,1,446,1
79-063,99.00%,0,7,0,0,99,0
79-064,99.00%,0,8,0,0,92,0
79-065,99.00%,0,4,0,0,47,0
79-066,99.00%,0,4,0,0,32,1
79-067,80.00%,0,22,0,0,102,0
79-068,99.00%,0,34,2,1,399,0
79-069,99.00%,0,38,1,2,443,0
79-070,99.00%,0,11,0,1,124,0
79-071,99.00%,0,6,0,1,90,0
79-072,99.00%,0,15,1,0,219,0
79-073,99.00%,0,13,0,1,93,0
79-074,99.00%,0,11,1,1,52,1
79-075,99.00%,0,15,0,0,169,0
79-076,99.00%,0,19,2,0,214,1
79-077,99.00%,0,10,1,0,109,1
79-078,71.43%,0,1,0,0,63,0
79-079,99.00%,0,7,0,0,65,0
79-080,71.43%,0,0,0,0,0,0
79-081,71.43%,0,0,0,0,0,0
79-082,99.00%,0,10,0,0,142,0
79-083,99.00%,1,59,1,1,419,0
79-084,99.00%,0,35,2,0,282,0
79-085,83.33%,0,9,1,0,120,0
79-086,99.00%,0,45,0,0,327,0
79-087,55.56%,0,9,0,0,84,0
79-088,99.00%,0,0,0,0,11,0
79-089,99.00%,1,44,0,2,397,2
79-090,99.00%,0,24,1,2,414,0
80-001,99.00%,0,0,0,0,0,0
80-002,99.00%,0,0,0,0,0,0
80-003,99.00%,0,0,0,0,0,0
80-004,99.00%,0,0,0,0,0,0
80-005,99.00%,0,0,0,0,0,0
80-006,57.14%,0,0,0,0,0,0
80-007,57.14%,0,0,0,0,0,0
80-008,57.14%,0,0,0,0,0,0
80-009,99.00%,0,0,0,0,0,0
80-010,99.00%,0,0,0,0,0,0
80-011,57.14%,0,0,0,0,0,0
80-012,99.00%,0,0,0,0,0,0
80-013,99.00%,0,0,0,0,0,0
80-014,66.67%,0,6,0,0,122,1
80-015,87.50%,1,15,0,0,69,1
80-016,87.50%,0,39,0,1,127,2
80-017,87.50%,0,29,0,0,161,0
80-018,57.14%,0,0,0,0,0,0
80-019,57.14%,0,0,0,0,0,0
80-020,87.50%,2,35,0,1,87,0
80-021,87.50%,0,49,0,2,175,0
80-022,87.50%,0,63,0,0,185,1
80-023,99.00%,0,18,0,0,53,0
80-024,99.00%,0,15,0,1,65,0
80-025,99.00%,1,20,1,1,92,0
80-026,66.67%,0,0,0,0,0,0
80-027,66.67%,0,0,0,0,0,0
80-028,66.67%,0,0,0,0,0,0
80-029,99.00%,0,0,0,0,0,0
80-030,99.00%,0,0,0,0,0,0
80-031,62.50%,0,0,0,0,0,0
80-032,62.50%,0,0,0,0,0,0
80-033,62.50%,0,0,0,0,0,0
80-034,62.50%,0,0,0,0,0,0
80-035,99.00%,0,0,0,0,0,0
80-036,99.00%,0,0,0,0,0,0
80-037,99.00%,0,0,0,0,0,0
80-038,99.00%,0,10,0,0,40,1
80-039,99.00%,1,30,0,1,61,0
80-040,99.00%,0,0,0,0,0,0
80-041,99.00%,0,20,1,1,97,0
80-042,99.00%,0,31,1,2,197,0
80-043,99.00%,0,0,0,0,0,0
80-044,99.00%,0,0,0,0,0,0
80-045,99.00%,1,80,0,0,180,0
80-046,99.00%,0,17,0,1,96,0
80-047,50.00%,0,0,0,0,0,0
80-048,50.00%,0,0,0,0,0,0
80-049,99.00%,0,0,0,0,0,0
80-050,50.00%,0,0,0,0,0,0
80-051,99.00%,1,55,2,0,135,1
80-052,99.00%,1,32,1,1,179,0
80-053,99.00%,0,17,0,0,63,0
80-054,99.00%,0,8,0,0,53,0
80-055,99.00%,0,20,0,2,114,0
80-056,99.00%,0,34,0,2,478,1
80-057,99.00%,0,15,0,0,49,1
80-058,99.00%,1,26,1,0,49,0
80-059,99.00%,0,3,0,0,11,0
80-060,99.00%,0,9,0,1,179,0
80-061,99.00%,0,4,0,0,48,0
80-062,66.67%,1,15,1,1,145,0
80-063,99.00%,2,10,1,0,238,0
80-064,99.00%,0,6,0,0,143,0
80-065,99.00%,0,38,1,0,534,0
80-066,62.50%,0,0,0,0,0,0
80-067,62.50%,0,0,0,0,0,0
80-068,62.50%,0,0,0,0,0,0
80-069,62.50%,0,0,0,0,0,0
80-070,99.00%,0,0,0,0,0,0
80-071,99.00%,0,0,0,0,0,0
80-072,99.00%,0,0,0,0,0,0
80-073,99.00%,0,0,0,0,0,0
80-074,66.67%,0,5,0,0,103,1
80-075,45.45%,0,0,0,0,1,0
80-076,99.00%,3,91,1,1,232,0
80-077,45.45%,0,11,0,3,78,0
80-078,45.45%,0,14,0,1,102,0
80-079,45.45%,0,4,1,0,109,0
80-080,45.45%,0,14,0,1,128,0
80-081,45.45%,1,18,0,0,127,0
80-082,45.45%,0,5,0,0,81,0
80-083,99.00%,0,16,0,0,99,0
80-084,99.00%,0,18,0,0,79,0
80-085,99.00%,0,7,1,0,80,0
80-086,99.00%,0,11,0,1,89,0
80-087,99.00%,0,19,2,1,204,0
80-088,99.00%,0,0,0,0,0,0
80-089,99.00%,0,0,0,0,0,0
80-090,99.00%,0,0,0,0,0,0
80-091,45.45%,0,0,0,0,0,0
80-092,99.00%,0,0,0,0,0,0
80-093,99.00%,0,15,0,0,43,1
80-094,45.45%,0,9,0,0,106,0
80-095,99.00%,0,12,0,0,128,0
81-001,58.33%,0,16,0,1,100,0
81-002,58.33%,0,54,0,1,155,0
81-003,58.33%,0,23,0,0,142,0
81-004,58.33%,0,13,0,0,108,1
81-005,58.33%,0,25,0,0,171,0
81-006,57.14%,0,33,0,1,157,0
81-007,57.14%,0,48,1,2,177,0
81-008,99.00%,0,14,0,0,62,0
81-009,99.00%,1,16,2,1,79,0
81-010,99.00%,1,21,0,2,132,0
81-011,44.44%,0,4,0,1,76,0
81-012,99.00%,1,95,1,1,468,0
81-013,99.00%,0,40,0,4,202,0
81-014,99.00%,3,45,0,3,233,2
81-015,99.00%,4,93,1,0,379,0
81-016,99.00%,0,0,0,0,0,0
81-017,44.44%,0,10,0,1,266,0
81-018,44.44%,0,15,0,1,201,0
81-019,44.44%,3,32,0,0,321,0
81-020,42.86%,0,43,0,0,381,0
81-021,42.86%,0,16,0,1,368,0
81-022,42.86%,0,13,1,1,256,0
81-023,42.86%,0,53,1,2,406,0
81-024,42.86%,0,20,1,2,231,0
81-025,85.71%,3,137,2,1,171,0
81-026,85.71%,4,76,1,2,158,2
81-027,85.71%,3,171,1,0,184,1
81-028,85.71%,0,151,5,5,175,1
81-029,85.71%,1,126,0,3,114,0
81-030,85.71%,2,222,2,0,200,0
81-031,85.71%,7,171,2,0,141,0
81-032,85.71%,1,142,2,0,155,1
81-033,99.00%,2,98,2,3,310,0
81-034,99.00%,2,114,0,10,348,0
81-035,99.00%,2,145,0,7,419,0
81-036,99.00%,1,90,2,3,331,0
81-037,99.00%,3,112,1,3,433,0
81-038,99.00%,0,103,0,1,496,0
81-039,87.50%,0,62,0,0,205,0
81-040,87.50%,3,78,0,2,385,0
81-041,87.50%,5,137,1,4,402,2
